CID	Problem	Solution	problem_translated	solution_translated	summarization
8980	ഈ മെഡിക്കൽ ബാൻഡ് ഉപയോഗിച്ച് ഇത് ധരിച്ചിരിക്കുന്ന ആൾ ഇപ്പോൾ എവിടെയാണ് എന്നുള്ള ലൊക്കേഷൻ മനസ്സിലാക്കാൻ സാധിക്കുന്നു മറവി രോഗമുള്ള ആൾക്കാർ വീട്ടിൽ നിന്ന് പുറത്തേക്ക് പോകുമ്പോൾ വീട്ടുകാർക്ക് ഈ ബാൻഡ് മുഖേന അവരുടെ കറക്റ്റ് ലൊക്കേഷൻ മനസ്സിലാക്കാൻ സാധിക്കുന്നു ഇതു ഫോണിൽ കാണാവുന്നതാണ് അതിനുവേണ്ടി ഇതിൽ ജിപിഎസ് ട്രാക്കറും സിം കാർഡും വരുന്നുണ്ട് സിം കാർഡ് കൊടുത്തിരിക്കുന്നത് എത്ര ദൂരത്ത് പോയാലും എളുപ്പം ട്രാക്ക് ചെയ്യാൻ വേണ്ടിയിട്ടും കൂടിയാണ് ഇത് സ്കൂളിൽ പോകുന്ന കുട്ടികൾക്കും ഉപയോഗിക്കാൻ സാധിക്കുന്നതാണ് സ്കൂളിൽ പോകുന്ന കുട്ടികൾ ഇപ്പോൾ എവിടെ എത്തി എന്ന് മനസ്സിലാക്കാം കൂടാതെ രോഗിക്ക് മരുന്ന് കഴിക്കാൻ സമയമായാൽ ഒരു അലാറം പോലെ ഇത് ഓർമ്മിപ്പിക്കുന്നു അതിനുവേണ്ടി ബ്ലൂടൂത്ത് വഴി ഫോണിൽ കണക്ട് ചെയ്യുക ഇതിന്റെ വെബ്സൈറ്റിൽ കയറി മരുന്നു കഴിക്കേണ്ട സമയം അതിൽ സെറ്റ് ചെയ്യാവുന്നതാണ് രോഗിക്ക് പെട്ടെന്ന് അസുഖം കൂടുകയോ അല്ലെങ്കിൽ വേറെ എന്തെങ്കിലും അടിയന്തര അവസ്ഥ ഉണ്ടാവുകയാണെങ്കിൽ ഇതിൽ ഉപയോഗിച്ചിരിക്കുന്ന സിം കാർഡ് മുഖേന ഇത് ഡോക്ടറെയും വീട്ടുകാരെയും അറിയിക്കുന്നു കൂടാതെ വേറെ കുറെ ഉപയോഗങ്ങളുണ്ട്.	മറവിരോഗം ഉള്ള ആളുകളെ വീട്ടുകാർ പുറത്തേക്ക് വിടാൻ ഭയക്കുന്നു അതിന്റെ കാരണം അന്വേഷിച്ചപ്പോഴാണ് അവരുടെ ഈ രോഗം കാരണ വീട്ടുകാർ ഭയക്കുന്നത് എന്ന് മനസ്സിലാക്കാൻ സാധിച്ചത് അതിനുവേണ്ടി ഒരു പ്രതിവിധി എന്ന രീതിയിൽ ആണ് ഈ മെഡിക്കൽ ബാൻഡ് ഞങ്ങൾ കൊണ്ടുവന്നത് ഇത് ഉപയോഗിച്ച് രോഗികൾ പുറത്തേക്ക് പോകുമ്പോൾ അവർ ഇപ്പോൾ എവിടെയാണെന്ന് ട്രാക്ക് ചെയ്യാൻ വേണ്ടി ജിപിഎസ് ട്രാക്കറും സിം കാർഡും ഉപയോഗിച്ച് നമുക്ക് ഇവരുടെ ലൊക്കേഷൻ മനസ്സിലാക്കാൻ സാധിക്കുന്നു ഇതിൽ സിം കാർഡ് കൊടുത്തിരിക്കുന്നതിന്റെ ഒരു ഉപയോഗം എത്ര ദൂരം പോയാലും അവരുടെ ലൊക്കേഷൻ ട്രാക്ക് ചെയ്യാൻ പറ്റും എന്നതാണ് കൂടാതെ മരുന്ന് കഴിക്കാൻ മറക്കുമ്പോൾ ഒരു അലാറം പോലെ രോഗിയെ ഓർമ്മിപ്പിക്കുന്നു കൂടാതെ രോഗിയുടെ അസുഖം കൂടുകയോ മറ്റു ചെയ്താണ് ഡോക്ടറെയും വീട്ടുകാരെയും നോട്ടിഫിക്കേഷൻ മുഖേന രോഗി വീട്ടിലേക്കുള്ള വഴി മറന്നാൽ ആ ബാങ്കിൽ അമർത്തിക്കഴിഞ്ഞാൽ വീട്ടുകാരുടെ ഫോണിലേക്ക് നോട്ടിഫിക്കേഷൻ നൽകുന്നു സിം കാർഡ് മുഖേനയാണ് ഇതെല്ലാം ചെയ്യുന്നത് കൂടാതെ സെൻസറും ബ്ലൂടൂത്ത് വഴി ഫോണിലേക്ക് കണക്ട് ചെയ്തു മരുന്നു കഴിക്കേണ്ട സമയം രേഖപ്പെടുത്താവുന്നതാണ്.	Using this medical band, it is possible to know the current location of the person wearing it. When people with memory loss go outside the house, their family members can understand their correct location through this band. This can be viewed on the phone, as it includes a GPS tracker and a SIM card. The SIM card is provided so that tracking is easy regardless of how far they go. It can also be used for children going to school to know where they have reached. Additionally, when it is time for the patient to take medicine, it reminds them like an alarm by connecting to the phone via Bluetooth. On its website, the medicine time can be set. If the patient suddenly becomes ill or there is any emergency, the SIM card used in it informs the doctor and family members. There are many other uses as well.	Families are afraid to let people with memory loss go outside. When investigating the reason, it was understood that the disease causes this fear. To address this, we have brought this medical band as a solution. Using this, when patients go outside, we can track their current location with the help of a GPS tracker and SIM card. One use of the SIM card is that no matter how far they go, their location can be tracked. Also, when the patient forgets to take medicine, it reminds them like an alarm. If the patient's condition worsens or any other issue arises, it notifies the doctor and family members through notifications. If the patient forgets the way home and presses the band, a notification is sent to the family members' phones. All this is done through the SIM card. Additionally, sensors connected to the phone via Bluetooth allow recording the medicine time.	The problem is that people with memory loss can wander outside and their families cannot easily track their location or remind them to take medicines. The proposed solution is a medical band equipped with GPS and a SIM card that allows family members to track the patient's location anywhere. It also reminds the patient to take medicines via phone alerts and notifies family and doctors in emergencies. The band can also be used for children going to school to monitor their location.
10826	കൈ കൊണ്ടോ കാല് കൊണ്ടോ പ്രവർത്തിച്ചാൽ മാത്രമേ Dust Bin open ചെയ്യാൻ കഴിയുകയുള്ളു .ഈ പ്രവർത്തനം കുറച്ചു കുടി ലഘൂകരിക്കാൻ ഉള്ള ശ്രമത്തിന്റെ ഫലമായിട്ടാണ് Sensor Easy waste collection എന്ന ആശയത്തിലോട്ട് എത്തിയത് .	"പരിസരത്തു എവിടെയെങ്കിലും എന്തെങ്കിലും വേസ്റ്റ് കിടന്നാൽ അത് എടുത്ത് Waste Bin ലേക്ക് ഇടാൻ പലരും മടി കാണിക്കാറുണ്ട്. ഈ പ്രവണത മാറ്റേണ്ടത് മാലിന്യ മുക്ത കേരളത്തിന് അനിവാര്യമാണ്. ഈ സാഹചര്യത്തിലാണ് ജനങ്ങൾക്ക് കുറച്ച കൂടി എളുപ്പത്തിൽ വേസ്റ്റ്, വേസ്റ്റ്ബിൻ ലേക്ക് തന്നെ നിക്ഷേപിക്കാനുള്ള സംവിധാനത്തെ കുറിച്ച് ചിന്തിക്കുകയും അത് പ്രാവർത്തികമാക്കാൻ ശ്രമിക്കുകയും ചെയ്തത് .
 ഈ അവസരത്തിൽ ഒരു സെൻസർ ദുഷ്ട ബിൻ ആയാൽ കുറച്ച കൂടി എളുപ്പത്തിലും മടികൂടാതെയും വേസ്റ്റ് ,എടുത്ത് വേസ്റ്റ് ബിന്നിൽ ഇടാൻ ജനങ്ങൾക്ക് പ്രേരണയാകുന്നു 
 ഈ ഉപകരണത്തിൽ ഒരു Dust Bin നും PCB യും Connectionനും ഉണ്ടായിരിക്കും .മാലിന്യം അടുത്തേക്ക് കൊണ്ടുവരുമ്പോൾ തന്നെ മൂടി തുറക്കുകയും മാലിന്യ നിക്ഷേപം എളുപ്പത്തിൽ സാധ്യമാക്കുകയും ചെയ്യുന്നു ."	The Dust Bin can only be opened by manually using hands or feet. The idea of Sensor Easy Waste Collection came as an effort to reduce this manual operation a little.	Many people hesitate to pick up waste lying anywhere in the surroundings and put it into the Waste Bin. Changing this behavior is essential for a waste-free Kerala. In this situation, the idea was to create a system that makes it a little easier for people to deposit waste directly into the Waste Bin and to try to implement it practically. This led to the idea of a sensor Dust Bin, which encourages people to bring waste and put it into the bin more easily and without hesitation. This device consists of a Dust Bin, a PCB (Printed Circuit Board), and connections. When waste is brought near, the lid automatically opens, making waste disposal easier.	The problem is that people have to manually open dust bins to throw waste, which discourages some from disposing of trash properly. The proposed solution is a sensor-operated dust bin that automatically opens its lid when waste is brought near, making it easier and more encouraging for people to throw waste into the bin, helping to promote cleanliness.
12441	"നമ്മുടെ നാട്ടിൽ ഒരു പാട് ലോറിക്കർ
 ഒവർ ലോയിമറയുന്നു."	"ഒരു ലോറിയുടെ കാബിനിൽ ഒരു ബാറ്ററി വെച്ച് കറുപ്പ് വയർ നേരെ ബൾബിലേക്ക് ബന്ധിപ്പിക്കും ചുവപ്പ് വയർ സാധനങ്ങൾ നിറക്കുന്നതിന്റെ താഴെ ഒട്ടിക്കും എന്നിട്ട് ഒരു വയറിന്റെ
 ഒരു കഷ്ണം ബൾബിൽ ബന്ധിപ്പിക്കും സാധനങ്ങൾ നിറക്കുമ്പോൾ അത് താഴും അപ്പോൾ വയർ തമ്മിൽ മുട്ടും അപ്പോൾ 
 ലൈറ്റ് കത്തും അപ്പോൾ സാധനങ്ങൾ നിറക്കുന്നവർക്ക് മനസ്സിലാവും"	In our area, many lorry drivers are overloading their vehicles.	Place a battery inside the lorry's cabin and connect the black wire directly to a bulb. Attach the red wire below where the goods are loaded. Then connect a piece of wire to the bulb. When goods are being loaded and they fall, the wires will touch each other, causing the light to turn on. This will alert the people loading the goods.	The problem is that many lorries are overloaded. The proposed solution is to install a simple electrical setup inside the lorry cabin that lights up a bulb when goods fall during loading, alerting the loaders to prevent overloading.
13079	"പരിസ്ഥിതിക ദുരിതങ്ങൾ
 കൂടുന്നതിനാലും പരമ്പരാഗത ഇന്ധനസ്രോതസ്സുകളുടെ അപര്യാപ്തത മൂലവും നമുക്ക് ശുദ്ധമായ ഊർജ്ജസ്രോതസ്സുകളിലേക്ക് കടക്കേണ്ടത് അനിവാര്യമാണ്. 
 കേരളത്തിലെ മത്സ്യബന്ധന മേഖലയിൽ വൈദ്യുതിയുടെ വലിയ രീതിയിലുള്ള ആവശ്യം ഇപ്പോഴും പാരമ്പര്യമായ ഇന്ധനസ്രോതസ്സുകളെ ആശ്രയിച്ചാണ് ഇതിനൊപ്പം ചില വസ്തുക്കൾ പ്രകൃതിങ്ങൾക്കും ജീവജാലങ്ങൾക്കും ഹാനികരമാണ്. 
 കുറഞ്ഞ ചെലവിൽ പരിസ്ഥിതി സൗഹാർദമായ വൈദ്യുതി ഉല്പാദനം നടത്തുവാനും പ്രകൃതിരമ്യങ്ങളെ സംരക്ഷിക്കുവാനും ഇടയാക്കും എന്നതാണ് ഈ പ്രോജക്ടിന്റെ ലക്ഷ്യം."	"പരിസ്ഥിതി സൗഹാർദ്ദപരമായ തൊഴിൽ മേഖലയാണ് ചീനവല ഉപയോഗിച്ച് മത്സ്യങ്ങൾ പിടിക്കുന്നത് ഉപജീവനം നടത്തുന്നത് ചീനാല എന്നും നമ്മൾ വിശേഷിപ്പിക്കുന്നത് യഥാർത്ഥത്തിൽ ചൈനയിൽ നിന്നും എത്തിപ്പെട്ടതായ ചൈന വലയാണ്. 
 തീരദേശ മേഖലയിൽ വസിക്കുന്നതും പരിസ്ഥിതി സൗഹാർദ്ദപരമായി പ്രവർത്തിക്കുന്ന സോളാറിൽ ചീനവലയുടെ സോളാർ ഹൈമാസ്റ്റ് ലൈറ്റും ആണ്. നിലവിൽ സോളാർ പല എന്ന ആശയം 2016 ആയതിനാൽ ഒരു പ്രത്യേകത കൂടി ഈ സോളാർ ചീന വലക്ക് ഉണ്ട് ഏഷ്യയിലെ ആദ്യത്തെ സോളാർ ആണ് സൃഷ്ടിക്കാൻ പെട്ടിട്ടുള്ളത് സാധാരണ വലിയ ചീനവല വലിക്കുന്നതിനായി മൂന്നു മുതൽ നാലു പേരുടെ ബലം വേണ്ടിവരുന്നു എന്നാൽ സോളാർ വന്നത് കൂടെ ഒരു സ്വിച്ചിന്റെ കൺട്രോളിലൂടെ വല ഉയർത്തുന്നതിനും താഴ്ത്തുന്നതിനും സഹായകരമായി തീരുന്നു."	Environmental disasters are increasing, and due to the insufficiency of traditional fuel sources, it is essential for us to move towards clean energy sources. In Kerala's fishing sector, there is a large demand for electricity, which still relies on traditional fuel sources. Along with this, some materials are harmful to nature and living beings. The goal of this project is to produce environmentally friendly electricity at a low cost and to help protect natural beauty.	The environmentally friendly livelihood is fishing using Chinese nets, which we call 'Chinal,' originally a Chinese net brought from China. In the coastal area, the solar high-mast light for the Chinese net is also environmentally friendly and solar-powered. Since the idea of solar power came in 2016, this solar Chinese net has a special feature: it is the first solar-powered one in Asia. Usually, fishing with a large Chinese net requires the strength of three to four people, but with solar power, it helps to raise and lower the net through a switch control.	The problem is the increasing environmental issues and reliance on traditional fuels in Kerala's fishing industry, which harms nature. The solution is to use solar-powered Chinese fishing nets that reduce manual labor and produce clean energy, making fishing more environmentally friendly and efficient.
111636	Every person has a quest to travel but peoples with lung disease like asthma can't travel out without oxygen cylinder our idea can solve their problem .	"Peoples with lung disease like asthma can't travel with our taking oxygen during last stage . But they always like to travel doctors would advise then that not to travel anywhere without oxygen cylinder but some people obey the doctors words but others wint obey this idea is for those peoples.
 Every common man carry a single bottle of water and asmathic patients also carry a bottle of water with them they also take oxygen cylinder with them but is bulky and very heavy to carry than a bottle. We all know that electrolysis is process which is used to separate oxygen and hydrogen from water we can apply this method for the patients. First we have to place this equipment with oxygen mask we can use this in case of emergency situations. One little of water container 11.11 percentage hydrogen and 88.89percentage oxygen when we turn on the switch the cathode and anode seperate the oxygen and hydrogen and provide oxygen for the patients this can save them until they reach the hospital."	Every person has a desire to travel, but people with lung diseases like asthma cannot travel without carrying an oxygen cylinder. Our idea can solve this problem for them.	People with lung diseases like asthma cannot travel without taking oxygen during the last stage of their illness. They always want to travel, but doctors advise them not to go anywhere without an oxygen cylinder. Some people follow the doctor's advice, but others do not. This idea is for those people. Every common person carries a single bottle of water, and asthmatic patients also carry a bottle of water with them. They also carry an oxygen cylinder, but it is bulky and very heavy compared to a bottle. We know that electrolysis is a process used to separate oxygen and hydrogen from water. We can apply this method for the patients. First, we have to place this equipment with an oxygen mask. We can use this in emergency situations. One small water container contains 11.11% hydrogen and 88.89% oxygen. When we turn on the switch, the cathode and anode separate the oxygen and hydrogen and provide oxygen for the patients. This can save them until they reach the hospital.	The problem is that people with lung diseases like asthma cannot travel easily because they need to carry heavy oxygen cylinders. The proposed solution is a portable device that uses electrolysis to separate oxygen from water, providing oxygen to patients in emergencies. This device is small and can be attached to an oxygen mask, making it easier for patients to travel without carrying bulky cylinders.
74963	DIFFICULTY FACED BY HARITHAKARMASENA VOLUNTEERS WHILE SEGGREGATING PLASTICWASTES ,RISKS WHILE DEALING WITH HEAP OF DIFFERENT KINDS OF PLASTICS	HarithaBot: AI-powered plastic sorting system for Haritha Karma Sena. Rapidly identifies/categorizes plastics by type, size, upcycling potential. Enhances efficiency, safety, data-driven decision making. Supports plastic-free Kerala mission. Join forces for a cleaner, greener future	Difficulty faced by Haritha Karma Sena volunteers while segregating plastic wastes, and risks involved in handling heaps of different kinds of plastics.	HarithaBot: An AI-powered plastic sorting system for Haritha Karma Sena. It rapidly identifies and categorizes plastics by type, size, and upcycling potential. This enhances efficiency, safety, and enables data-driven decision making. It supports the plastic-free Kerala mission. Join forces for a cleaner, greener future.	Volunteers of Haritha Karma Sena face challenges and risks when sorting various plastic wastes. The proposed solution is HarithaBot, an AI-based system that quickly sorts plastics by type and size, improving safety and efficiency, and aiding the mission for a plastic-free Kerala.
11120	"There should be a scientific and technological revolution in the agricultural sector. India is an agriculture based country. The common man still follows the old methods. These methods are labor intensive, manpower intensive and time consuming.
 Farmers usually apply Natural and Artificial fertilizers to crops by hands. This Natural fertilizer application tool with curd bucket is a tool that I have made to be useful for common farmers with the intention of reducing this."	"Take half inch diameter PVC pipe of one meter length and 22cm length 3/4 inch diameter PVC pipe and cut them into triangular shape with a length of 4cm at a distance of 10 cm from their ends.22cm length 3/4 diameter PVC pipe should be cut a distance of 4cm from the bottom of one side,so that a 4cm length 2 inch nail can be moved.Half inch diameter 22 cm length of piece of stick should be fixed in 22cm length half inch diameter PVC pipe up to the triangular shape hole on one end.
 Then one meter half inch diameter PVC pipe should be converted into 22cm length 3/4 inch diameter PVC pipe.2 inch nail should be installed at the bottom of this and this nail should be fixed in a 4cm length cutting made at a distance of 10 cm from the bottom of the 22cm length 3/4 Inch PVC pipe.Tie it to the nail with a strong Nylon string and tie the second end to one meter half inch diameter PVC pipe.
 One'meter length half inch diameter PVC pipe should be fixed at the second end of T coupling."	There should be a scientific and technological revolution in the agricultural sector. India is an agriculture-based country. The common people still use old methods. These methods require a lot of labor, manpower, and time. Farmers usually apply natural and artificial fertilizers to crops by hand. This natural fertilizer application tool with a curd bucket is a tool I have made to help common farmers by reducing this effort.	Take a half-inch diameter PVC pipe of one meter length and a 22 cm length 3/4 inch diameter PVC pipe. Cut them into a triangular shape with a length of 4 cm at a distance of 10 cm from their ends. The 22 cm length 3/4 inch diameter PVC pipe should be cut 4 cm from the bottom on one side so that a 4 cm length, 2-inch nail can be inserted. Fix a 22 cm length half-inch diameter piece of stick inside the 22 cm length half-inch diameter PVC pipe up to the triangular hole on one end. Then, connect the one-meter half-inch diameter PVC pipe to the 22 cm length 3/4 inch diameter PVC pipe. Install a 2-inch nail at the bottom of this, and fix this nail into the 4 cm cut made 10 cm from the bottom of the 22 cm length 3/4 inch PVC pipe. Tie it to the nail with a strong nylon string and tie the other end to the one-meter half-inch diameter PVC pipe. Finally, fix the one-meter length half-inch diameter PVC pipe at the second end of a T coupling.	The student identifies that Indian farmers still use old, labor-intensive methods to apply fertilizers by hand. To help reduce effort and time, they have created a tool made from PVC pipes and nails designed to apply natural fertilizers more efficiently, making the process easier for common farmers.
36916	Our problem is firstly I give you a situation that if you were a principal or class teacher you want to know about a particular student than you contact the class teacher if the teacher is taking lecture in any class than the class disturb because the teacher go and check the attendance register that's why we make a device with the help of RFID in which through the RFID card when the student enter in the class room he/she put the card infront of RFID reader and after that the attendance of that student send to the class teacher or principal through the Google sheet this is our final idea💡	We have made this solution that if we do not know about any particular student then we will have to see the attendance register but in our project it is not the case as every student will enter the school and will have an RFID card which we will need to read as RFID reader. Our child's attendance will be checked or this attendance will reach the class teacher or principal through Google Sheet. Our future plan is that if the child's attendance is checked, we will message parents. Will go near which will also ensure the safety of the students.	Our problem is this: Suppose you are a principal or class teacher and you want to know about a particular student. Then you contact the class teacher. But if the teacher is taking a lecture in any class, the class gets disturbed because the teacher has to go and check the attendance register. That is why we made a device using RFID. When a student enters the classroom, he or she puts the RFID card in front of the RFID reader, and then the attendance of that student is sent to the class teacher or principal through Google Sheets. This is our final idea.	We have created this solution because normally, if we do not know about any particular student, we have to look at the attendance register. But in our project, this is not necessary because every student will enter the school with an RFID card, which we will read using an RFID reader. The child's attendance will be recorded, and this attendance will reach the class teacher or principal through Google Sheets. Our future plan is that when the child's attendance is recorded, we will send a message to the parents. This will also help ensure the safety of the students.	The students identified the problem of teachers having to leave class to check attendance registers, which disturbs the class. Their solution is an RFID-based system where students scan their RFID cards upon entering the classroom, and attendance is automatically sent to teachers and principals via Google Sheets. They also plan to notify parents by message to enhance student safety.
26668	"Problem Statement
 
 The rapid adoption of electric vehicles (EVs) is crucial for reducing carbon emissions and combating climate change. However, a significant challenge hindering EV growth is the limited range and time-consuming charging process. Current charging infrastructure, such as charging stations, requires vehicles to stop for extended periods, leading to inconvenience, range anxiety, and inefficient use of time, especially during long-distance travel. Additionally, the increasing demand for charging stations places stress on urban planning and energy grids. In developing countries like India, where EV adoption is still in its infancy, the lack of efficient and scalable charging infrastructure further discourages users. There is an urgent need for a solution that enables seamless and continuous charging without disrupting travel, reduces dependency on large battery sizes, and integrates renewable energy to promote sustainable transportation. Wireless charging lanes offer a revo"	"Solution: Wireless Charging Lanes for Electric Vehicles
 
 Our solution to the problem of limited and inefficient EV charging infrastructure is the implementation of wireless charging lanes on highways and key routes. These lanes will allow electric vehicles (EVs) to charge dynamically while on the move, eliminating the need to stop for charging stations.
 
 How It Works
 
 1. Inductive Charging Technology:
 The road will be embedded with inductive coils that generate a magnetic field when powered. These coils will be placed under the surface of the road at regular intervals, creating a consistent charging field.
 
 
 2. Receiver Coils in EVs:
 Electric vehicles will be equipped with receiver coils installed in the undercarriage. These coils will capture the magnetic energy from the road's inductive coils. The captured energy will then be converted into electricity to charge the vehicle's battery while it moves.
 
 
 3. Smart System Activation:
 The system will use sensors to detect when an EV is in"	"Problem Statement

The rapid adoption of electric vehicles (EVs) is crucial for reducing carbon emissions and combating climate change. However, a major challenge slowing down EV growth is their limited driving range and the long time needed for charging. Current charging infrastructure, like charging stations, requires vehicles to stop for long periods, causing inconvenience, range anxiety, and inefficient use of time, especially during long trips. Also, the growing demand for charging stations puts pressure on city planning and energy supply systems. In developing countries like India, where EV use is still new, the lack of efficient and scalable charging infrastructure discourages users. There is an urgent need for a solution that allows seamless and continuous charging without interrupting travel, reduces dependence on large batteries, and uses renewable energy to support sustainable transportation. Wireless charging lanes offer a revolutionary approach to this problem."	"Solution: Wireless Charging Lanes for Electric Vehicles

Our solution to the problem of limited and inefficient EV charging infrastructure is to implement wireless charging lanes on highways and important routes. These lanes will let electric vehicles (EVs) charge dynamically while moving, removing the need to stop at charging stations.

How It Works

1. Inductive Charging Technology:
The road will have inductive coils embedded beneath the surface that generate a magnetic field when powered. These coils will be placed at regular intervals to create a continuous charging field.

2. Receiver Coils in EVs:
Electric vehicles will have receiver coils installed under their chassis. These coils will capture magnetic energy from the road's inductive coils. The captured energy will be converted into electricity to charge the vehicle's battery while it is moving.

3. Smart System Activation:
The system will use sensors to detect when an EV is in..."	The problem is that electric vehicles face limited range and long charging times, which causes inconvenience and slows adoption, especially in countries like India with insufficient charging infrastructure. The proposed solution is to create wireless charging lanes on highways that use inductive coils embedded in the road to charge EVs dynamically while they move, eliminating the need to stop for charging and promoting continuous travel.
73597	"In households, gas stoves are often used for boiling milk. However, the process requires constant attention to avoid two common issues:
 
 1. Milk spilling over unknowingly when it boils completely.
 2. Unnecessary fuel consumption if the flame is not turned off in time.
 
 This can lead to wastage of resources, additional cleaning efforts and the risk of accidents in the kitchen.
 
 The lack of an efficient solution to monitor the spilling over and stop the gas supply automatically once the milk started to overflow highlights the need for a device that ensures safety, saves gas and prevents milk from spilling due to over boiling.
 
 An ""AUTOMATED MILK FROTHING STOPPER MACHINE"" could address this problem by detecting the milk that reach the top of the boiling pot and stopping the gas supply automatically providing a hassle-free and resource efficient solution."	"An ""AUTOMATED MILK FROTHING STOPPER MACHINE"" is a device which will sense the condition of boiling milk before spilling and alert with the help of a siren and at the same time it will switch off the gas stove automatically and save the LPG and milk from spilling. 
 This machine consist of mainly three parts
 1. Control Unit (It contain all necessary circuit with properly program Arduino/chip)
 2. Sensor Unit (It contain one Laser sensor and one LDR sensor programmed with Arduino/chip)
 3. Mechanical Unit ( It contain one Servo Motor to work as OFF/ON mechanical device )
 Working:
 First, Laser sensor and LDR should be aligned just above the top of the pot used for boiling milk. 
 Then the Control Unit to be powered ON and the gas stove should be turned ON for boiling milk. 
 As the frothed milk reach the top of the boiling pot, sensors will detect it and make an alarm using buzzer and will rotate the servo motor that is connected to the Gas Regulator knob and OFF the regulator mechanically."	"In households, gas stoves are often used for boiling milk. However, the process requires constant attention to avoid two common issues:

1. Milk spilling over unknowingly when it boils completely.
2. Unnecessary fuel consumption if the flame is not turned off in time.

This can lead to wastage of resources, additional cleaning efforts, and the risk of accidents in the kitchen.

The lack of an efficient solution to monitor the spilling over and stop the gas supply automatically once the milk starts to overflow highlights the need for a device that ensures safety, saves gas, and prevents milk from spilling due to over boiling.

An ""AUTOMATED MILK FROTHING STOPPER MACHINE"" could address this problem by detecting the milk that reaches the top of the boiling pot and stopping the gas supply automatically, providing a hassle-free and resource-efficient solution."	"An ""AUTOMATED MILK FROTHING STOPPER MACHINE"" is a device that will sense the condition of boiling milk before it spills and alert with the help of a siren. At the same time, it will switch off the gas stove automatically to save LPG and prevent milk from spilling.

This machine mainly consists of three parts:
1. Control Unit (contains all necessary circuits with a properly programmed Arduino/chip)
2. Sensor Unit (contains one Laser sensor and one LDR sensor programmed with Arduino/chip)
3. Mechanical Unit (contains one Servo Motor to work as an OFF/ON mechanical device)

Working:
First, the Laser sensor and LDR should be aligned just above the top of the pot used for boiling milk.
Then, the Control Unit should be powered ON and the gas stove turned ON for boiling milk.
As the frothed milk reaches the top of the boiling pot, the sensors will detect it and trigger an alarm using a buzzer. At the same time, the servo motor connected to the Gas Regulator knob will rotate and mechanically turn OFF the regulator."	The problem is that boiling milk on a gas stove often spills over if not watched carefully, wasting milk and gas and causing mess or accidents. The student proposes an Automated Milk Frothing Stopper Machine that uses sensors to detect when milk is about to overflow, sounds an alarm, and automatically turns off the gas stove to prevent spilling and save fuel.
36768	The number of crime rates and security guard deaths has significantly increased. The money for hiring is also expensive and there are always human errors. There is also a high number of unrecorded cases because witnesses are killed.	The Protechtobot provides a safe distance for the security guard to monitor the required area under the guard's protection area. The Protechtobot is controlled by a phone and moves through a Bluetooth device. Its 360-degree rotatable head covers all blind spots that a normal person can’t see. The Protechtobot is controlled by an Esp32 and has a resolution scale of 1600x900.	The number of crimes and deaths of security guards has significantly increased. Hiring security guards is expensive, and human errors often occur. Many cases go unrecorded because witnesses are killed.	The Protechtobot allows the security guard to monitor the protected area from a safe distance. It is controlled via a phone through a Bluetooth device. Its head can rotate 360 degrees, covering all blind spots that a normal person cannot see. The Protechtobot is controlled by an Esp32 and has a resolution of 1600x900.	The problem is the rising crime rates and security guard deaths, along with costly hiring and unrecorded cases due to witness deaths. The proposed solution is the Protechtobot, a remotely controlled robot with a 360-degree camera that helps security guards monitor areas safely and effectively.
9917	ఈటీవల విజయవాడలో వరదలు విజయవాడలో వచ్చినప్పుడు డ్రోన్ ద్వార ఫుడ్ అండ్ మెడిసిన్స్ ను అపార్ట్ మెంట్ లో వారికి అందించారు అదేవిదమ్గ్ మా చుట్టుపక్కల సహాయం చేయడనికి డ్రోన్ మా సొంతం గా గా సిద్ధం చేసాం	ఈటివల విజయవాడ వరదలలో అపార్ట్ మెంట్ లో ఉన్నవారికి ఫుడ్ మెడిసిన్ అందించడం లో డ్రోన్ యెంతో సహాయపదం2గంజాయి వంటి మరక ద్రవ్యాలు ఎక్కడ అమ్ముతున్నారో తెలుసు కోవడములో. ఎవి చూసి మా టీమ్ డ్రోన్ ఐడియా ను డెవలప్ చేసింది. డ్రోన్ components assemble చేసాము. కార్యక్రమం రసము. GPS పనిచే సాఫ్ట్‌వేర్ ప్రోగ్రామ్ వ్రాసము	Recently, during the floods in Vijayawada, food and medicines were delivered to people in apartments using drones. Similarly, to help those around us, we prepared our own drone.	During the recent Vijayawada floods, drones were very helpful in delivering food and medicines to people in apartments. We also learned where substances like marijuana are being sold. Seeing this, our team developed the drone idea. We assembled the drone components, prepared the program, and wrote software with GPS functionality.	The problem is how to deliver food and medicines to people in apartments during floods. The team created their own drone, inspired by recent flood relief efforts, assembling the parts and programming it with GPS to help deliver supplies and also to track locations of certain substances.
