ts,worker,kind,status,latency_s,detail
2026-08-03T06:21:03.266800+00:00,60,stt,ok,7.041,
2026-08-03T06:21:03.397510+00:00,50,stt,ok,7.618,
2026-08-03T06:21:03.762805+00:00,28,tts,ok,24.801,
2026-08-03T06:21:03.910780+00:00,33,tts,ok,21.872,
2026-08-03T06:21:04.145337+00:00,20,tts,ok,15.761,
2026-08-03T06:21:04.207937+00:00,40,stt,ok,5.631,
2026-08-03T06:21:04.745995+00:00,44,stt,ok,8.104,
2026-08-03T06:21:05.622350+00:00,2,stt,ok,7.453,
2026-08-03T06:21:05.711391+00:00,39,stt,ok,6.737,
2026-08-03T06:21:05.820845+00:00,52,tts,ok,16.461,
2026-08-03T06:21:05.874964+00:00,19,tts,ok,19.488,
2026-08-03T06:21:06.039828+00:00,18,stt,ok,7.239,
2026-08-03T06:21:06.378207+00:00,36,stt,ok,5.619,
2026-08-03T06:21:06.800586+00:00,24,tts,ok,16.925,
2026-08-03T06:21:07.419750+00:00,42,tts,ok,23.631,
2026-08-03T06:21:07.799928+00:00,10,stt,ok,6.836,
2026-08-03T06:21:07.852049+00:00,29,stt,ok,7.587,
2026-08-03T06:21:07.990414+00:00,34,stt,ok,8.43,
2026-08-03T06:21:08.285686+00:00,8,stt,ok,8.15,
2026-08-03T06:21:08.434303+00:00,38,stt,ok,6.891,
2026-08-03T06:21:08.658546+00:00,22,stt,ok,6.603,
2026-08-03T06:21:08.671196+00:00,1,stt,ok,6.565,
2026-08-03T06:21:08.753806+00:00,5,tts,ok,24.74,
2026-08-03T06:21:08.875250+00:00,26,tts,ok,16.869,
2026-08-03T06:21:08.991387+00:00,7,stt,ok,8.366,
2026-08-03T06:21:09.123024+00:00,62,tts,ok,15.951,
2026-08-03T06:21:09.191210+00:00,56,tts,ok,17.472,
2026-08-03T06:21:09.315286+00:00,15,tts,ok,12.715,
2026-08-03T06:21:09.387691+00:00,13,stt,ok,7.397,
2026-08-03T06:21:09.686809+00:00,33,stt,ok,5.776,
2026-08-03T06:21:09.737165+00:00,55,tts,ok,14.611,
2026-08-03T06:21:09.785347+00:00,4,stt,ok,7.297,
2026-08-03T06:21:10.219424+00:00,47,stt,ok,8.738,
2026-08-03T06:21:10.881304+00:00,58,tts,ok,15.89,
2026-08-03T06:21:11.041440+00:00,25,tts,ok,22.675,
2026-08-03T06:21:11.246098+00:00,6,stt,ok,12.327,
2026-08-03T06:21:11.304080+00:00,53,stt,ok,8.45,
2026-08-03T06:21:11.707441+00:00,12,tts,ok,14.28,
2026-08-03T06:21:11.752516+00:00,43,tts,ok,19.342,
2026-08-03T06:21:12.046333+00:00,19,stt,ok,6.171,
2026-08-03T06:21:12.258177+00:00,52,stt,ok,6.437,
2026-08-03T06:21:12.324401+00:00,17,tts,ok,23.92,
2026-08-03T06:21:12.491005+00:00,2,stt,ok,6.869,
2026-08-03T06:21:12.555053+00:00,36,stt,ok,6.177,
2026-08-03T06:21:12.792056+00:00,16,tts,ok,14.058,
2026-08-03T06:21:12.907736+00:00,61,tts,ok,20.786,
2026-08-03T06:21:13.173868+00:00,28,stt,ok,9.411,
2026-08-03T06:21:13.242071+00:00,18,stt,ok,7.202,
2026-08-03T06:21:13.723847+00:00,44,stt,ok,8.978,
2026-08-03T06:21:14.209174+00:00,35,tts,ok,14.577,
2026-08-03T06:21:14.497232+00:00,10,stt,ok,6.697,
2026-08-03T06:21:14.592810+00:00,42,stt,ok,7.173,
2026-08-03T06:21:15.003196+00:00,62,stt,ok,5.88,
2026-08-03T06:21:15.181157+00:00,30,tts,ok,14.444,
2026-08-03T06:21:15.349150+00:00,45,tts,ok,20.369,
2026-08-03T06:21:15.471189+00:00,39,stt,ok,9.76,
2026-08-03T06:21:15.644243+00:00,8,stt,ok,7.358,
2026-08-03T06:21:15.744660+00:00,15,stt,ok,6.429,
2026-08-03T06:21:15.869160+00:00,32,tts,ok,26.599,
2026-08-03T06:21:16.038323+00:00,43,stt,ok,4.286,
2026-08-03T06:21:16.211242+00:00,9,tts,ok,15.186,
2026-08-03T06:21:16.547297+00:00,3,tts,ok,24.013,
2026-08-03T06:21:16.716255+00:00,13,stt,ok,7.329,
2026-08-03T06:21:16.811956+00:00,34,stt,ok,8.822,
2026-08-03T06:21:17.235263+00:00,11,tts,ok,21.31,
2026-08-03T06:21:17.340086+00:00,4,stt,ok,7.555,
2026-08-03T06:21:17.411789+00:00,49,tts,ok,16.9,
2026-08-03T06:21:17.610938+00:00,57,tts,ok,16.695,
2026-08-03T06:21:17.814881+00:00,37,tts,ok,21.037,
2026-08-03T06:21:17.879732+00:00,41,tts,ok,21.403,
2026-08-03T06:21:17.941839+00:00,14,tts,ok,20.387,
2026-08-03T06:21:18.082352+00:00,58,stt,ok,7.201,
2026-08-03T06:21:18.119726+00:00,1,stt,ok,9.448,
2026-08-03T06:21:18.166048+00:00,17,stt,ok,5.842,
2026-08-03T06:21:18.279244+00:00,31,tts,ok,27.181,
2026-08-03T06:21:18.302043+00:00,25,stt,ok,7.261,
2026-08-03T06:21:18.576405+00:00,40,tts,ok,14.368,
2026-08-03T06:21:18.793078+00:00,19,stt,ok,6.747,
2026-08-03T06:21:19.271074+00:00,21,tts,ok,18.169,
2026-08-03T06:21:20.342686+00:00,54,tts,ok,32.286,
2026-08-03T06:21:20.357624+00:00,52,stt,ok,8.099,
2026-08-03T06:21:20.413696+00:00,46,tts,ok,32.709,
2026-08-03T06:21:20.603387+00:00,60,tts,ok,17.337,
2026-08-03T06:21:20.790439+00:00,18,stt,ok,7.548,
2026-08-03T06:21:20.986011+00:00,2,stt,ok,8.495,
2026-08-03T06:21:21.255267+00:00,24,tts,ok,14.455,
2026-08-03T06:21:21.337743+00:00,38,tts,ok,12.903,
2026-08-03T06:21:22.426368+00:00,51,tts,ok,20.2,
2026-08-03T06:21:22.552876+00:00,35,stt,ok,8.344,
2026-08-03T06:21:22.904209+00:00,32,stt,ok,7.035,
2026-08-03T06:21:23.005791+00:00,7,tts,ok,14.014,
2026-08-03T06:21:23.187728+00:00,26,tts,ok,14.312,
2026-08-03T06:21:23.460675+00:00,56,tts,ok,14.269,
2026-08-03T06:21:23.625836+00:00,33,tts,ok,13.939,
2026-08-03T06:21:23.669689+00:00,45,stt,ok,8.32,
2026-08-03T06:21:23.899412+00:00,15,stt,ok,8.155,
2026-08-03T06:21:23.899945+00:00,53,tts,ok,12.596,
2026-08-03T06:21:23.948108+00:00,22,tts,ok,15.289,
2026-08-03T06:21:23.969305+00:00,14,stt,ok,6.027,
2026-08-03T06:21:24.078609+00:00,17,stt,ok,5.913,
2026-08-03T06:21:24.158804+00:00,13,stt,ok,7.443,
2026-08-03T06:21:24.230316+00:00,8,stt,ok,8.586,
2026-08-03T06:21:25.155704+00:00,59,tts,ok,28.053,
2026-08-03T06:21:25.326959+00:00,21,stt,ok,6.056,
2026-08-03T06:21:25.544254+00:00,47,tts,ok,15.325,
2026-08-03T06:21:25.714544+00:00,19,stt,ok,6.921,
2026-08-03T06:21:25.843667+00:00,27,tts,ok,30.277,
2026-08-03T06:21:26.084213+00:00,28,tts,ok,12.91,
2026-08-03T06:21:26.348994+00:00,16,tts,ok,13.557,
2026-08-03T06:21:26.728136+00:00,3,stt,ok,10.181,
2026-08-03T06:21:26.952376+00:00,25,stt,ok,8.65,
2026-08-03T06:21:26.959096+00:00,39,stt,ok,11.488,
2026-08-03T06:21:27.086177+00:00,41,stt,ok,9.206,
2026-08-03T06:21:27.140142+00:00,29,tts,ok,19.288,
2026-08-03T06:21:27.167084+00:00,48,tts,ok,25.575,
2026-08-03T06:21:27.223885+00:00,4,stt,ok,9.884,
2026-08-03T06:21:27.600993+00:00,34,stt,ok,10.789,
2026-08-03T06:21:27.950433+00:00,40,stt,ok,9.374,
2026-08-03T06:21:28.631812+00:00,61,tts,ok,15.724,
2026-08-03T06:21:29.280856+00:00,36,tts,ok,16.726,
2026-08-03T06:21:29.557488+00:00,20,tts,ok,25.412,
2026-08-03T06:21:29.702516+00:00,0,tts,ok,26.449,
2026-08-03T06:21:30.267242+00:00,49,tts,ok,12.855,
2026-08-03T06:21:30.345076+00:00,62,tts,ok,15.342,
2026-08-03T06:21:31.173502+00:00,30,tts,ok,15.992,
2026-08-03T06:21:31.242014+00:00,50,tts,ok,27.844,
2026-08-03T06:21:32.634861+00:00,57,tts,ok,15.024,
2026-08-03T06:21:33.948157+00:00,12,tts,ok,22.241,
2026-08-03T06:21:33.972214+00:00,63,tts,ok,43.51,
2026-08-03T06:21:34.384054+00:00,11,tts,ok,17.149,
2026-08-03T06:21:34.995704+00:00,23,tts,ok,32.891,
2026-08-03T06:21:35.454711+00:00,9,tts,ok,19.243,
2026-08-03T06:21:35.665311+00:00,43,tts,ok,19.627,
2026-08-03T06:21:36.032074+00:00,1,tts,ok,17.912,
2026-08-03T06:21:36.115276+00:00,42,tts,ok,21.522,
2026-08-03T06:21:36.912233+00:00,10,tts,ok,22.415,
2026-08-03T06:21:37.179200+00:00,37,tts,ok,19.364,
2026-08-03T06:21:37.272863+00:00,31,tts,ok,18.994,
2026-08-03T06:21:39.634670+00:00,5,tts,ok,30.881,
2026-08-03T06:21:39.883346+00:00,44,tts,ok,26.159,
2026-08-03T06:21:43.606305+00:00,6,tts,ok,32.36,
2026-08-03T06:21:48.055076+00:00,55,tts,ok,38.318,
2026-08-03T06:21:48.578628+00:00,58,tts,ok,30.496,
